owner_first_name,owner_family_name,owner_profession,tenant_name,building_functions,rent_price,parish,building_functions_count,longitude,latitude,near_church
francesco,bonomo,,cristoforo alferé,magazzeno,8,san felice,1,12.332879918640035,45.44147378575743,True
luanrdo,dona,,perina romano,magazzeno,40,san felice,1,12.333566127712864,45.44252273760508,True
cattarina angela,tomasini,,michiel bravetti,magazzeno,40,san felice,1,12.334170922080189,45.44257673429582,False
cattarina angela,tomasini,,giacomo feruci,magazzeno,28,san felice,1,12.334188622110965,45.44259603543768,False
cattarina angela,tomasini,,appostolo gogho,magazzeno,33,san felice,1,12.33421163849172,45.4426141826861,False
cattarina angela,tomasini,,antonio guadagnino,magazzeno,10,san felice,1,12.334230758832916,45.44263438091218,False
giovanni francesco,tiepolo,,zuanne pellegrini,"casa, orto",50,san geremia,2,12.322357063994628,45.44191850473688,True
giovanni battista,bianconi,,francesco marchesi,"casa, orto",40,san geremia,2,12.322391652246424,45.44193424009367,True
giorgio,boncio,,zuanne carrara,magazzeno,10,san geremia,1,12.323024524545591,45.44195761388743,True
giacomo,soranzo,,zorzi coloredo,"casa, orto",58,san geremia,2,12.323391204279265,45.44227286416256,False
giovanni maria,pellegrini,,nadalina codori,"bottega, casa, orto",65,san geremia,3,12.32452705288084,45.44309703587083,True
lunardo,da pesaro,,giulia zuliani,"casa, magazzeno",4,san geremia,2,12.32432528573998,45.44352083456202,False
lunardo,da pesaro,,francesco pain,"casa, orto",27,san geremia,2,12.324338615779167,45.44396459960477,False
lunardo,da pesaro,,stefano radichio,magazzeno,5,san geremia,1,12.324465613681827,45.444011637805744,False
francesco,savorgnan,,francesco cicogna,"casa, orto",90,san geremia,2,12.324227929568645,45.44412758870544,False
giacomo,soranzo,,diversi compagni,"casa, orto",14,san geremia,2,12.32274630741655,45.44254075912579,False
girolamo,calvi,,silvestro alfarè,"casa, orto",60,san geremia,2,12.32258832683533,45.442849744121474,False
francesco,savorgnan,,antonio fabris,"casa, orto",30,san geremia,2,12.322769002080422,45.44289306879527,False
calichio,poli,,giacomo vettor,"casa, orto",50,san geremia,2,12.322366643616675,45.44288362981948,False
cattarina,falier,,francesco comin,"casa, orto",50,san geremia,2,12.322745631601672,45.44344008502942,False
francesco,bonfandin,,giacomo arnosto,"casa, orto",40,san geremia,2,12.32308770341238,45.444104759564325,False
uberto,testa,,nobil homini pietro e ferante collalto,"orto, palazzo",230,san geremia,2,12.323100536867113,45.44458013749242,False
bernardo,ciera,,giovanni maria valier,"casa, orto",40,san geremia,2,12.322398288428635,45.44465676109629,True
zuanne,pomer,,bernardo giozza,"casa, orto",60,san geremia,2,12.322313411906675,45.44487152142844,True
pietro,rinaldi,,paolo girandi,"casa, orto",17,san geremia,2,12.31948990305258,45.44589895048767,True
marc'antonio,dolfin,,pietro viero,"casa, orto",40,san geremia,2,12.318590391292611,45.445749191298496,False
pietro,soldadini,,paolo mangini,magazzeno,10,san geremia,1,12.318439079972345,45.445341980849015,False
alessandro,contarini,,nicolò cason,magazzeno,12,san geremia,1,12.320190502517644,45.44694408431075,True
alessandro,contarini,,nicolò cason,magazzeno,6,san geremia,1,12.320180922246958,45.44693319945374,True
alessandro,contarini,,nicolò cason,magazzeno,5,san geremia,1,12.32017137562026,45.44692160472504,True
laura,magno,,nicolò colombaci,"casa, orto",170,san geremia,2,12.319996422380438,45.44639516093295,True
iseppo,bosio,,alessandro raffael,"casa, orto",52,san geremia,2,12.321354615860509,45.44574978558074,True
elena,minoto,,domenico bianchi,"casa, orto",26,san geremia,2,12.321334344044043,45.445879360757566,True
andrea,poletti,,marco zuliani,"casa, fabrico, orto",50,san geremia,3,12.32326560135824,45.44526269013216,False
giacomo,badoer,,zuanne tamagno,"orto, palazzo",165,san geremia,2,12.323558145096246,45.44488366185335,False
pier'antonio,calvi,,giovanni maria fiorido,magazzeno,3,san geremia,1,12.323923249939476,45.44472059848756,False
alessandro,trevisan,,pietro vereton,magazzeno,6,san geremia,1,12.324803809372968,45.44433190098171,False
antonio maria,begna,,andrea bortolotti,magazzeno,12,san geremia,1,12.325286843299754,45.44415134353577,False
paolo,campagna,,vittorio bozzato,magazzeno,12,san geremia,1,12.325452907099246,45.44426894093079,False
iseppo,bodesson,,pietro perlasca,magazzeno,4,san geremia,1,12.325634853782788,45.44411472706809,False
stefano,pozzo,,zuanne napusta,magazzeno,2,san geremia,1,12.325840285479044,45.444296495202,False
marco,bucelli,,andrea e fratelli zanchi,magazzeno,2,san giovanni grisostomo,1,12.336901975619336,45.4394151922482,True
anzolo,orio,,giovanni antonio brigoni,magazzeno,20,san giovanni grisostomo,1,12.336293489878768,45.43951754105186,True
cattarina,rota,,andrea e fratelli zanchi,magazzeno,14,san giovanni grisostomo,1,12.336224920827611,45.439515940715495,True
lorenzo,riva,,andrea e fratelli zanchi,magazzeno,17,san giovanni grisostomo,1,12.33622391791525,45.43953723715105,True
giulio,querini,,domenico stefani,magazzeno,10,san giovanni grisostomo,1,12.336751343770826,45.43922690541825,True
aurelio,agazi,,andrea e fratelli zanchi,magazzeno,14,san giovanni grisostomo,1,12.33683584578661,45.43923314118775,True
zuanne battista,lavesi,,zuanne crestinelli,magazzeno,8,san giovanni grisostomo,1,12.336956794086062,45.439280024340185,True
zuanne,loredan,,zuanne crestinelli,magazzeno,10,san giovanni grisostomo,1,12.336988994917782,45.43928219699835,True
gerolamo,corner,,andrea e fratelli zanchi,magazzeno,7,san giovanni grisostomo,1,12.33701611360724,45.439135012163646,True
gerolamo,ciuran,,corrado todesco,magazzeno,50,san giovanni grisostomo,1,12.336586506789072,45.43908305856365,True
gerolamo,ciuran,,paolo rizzi,magazzeno,15,san giovanni grisostomo,1,12.336591108462846,45.439071084704096,True
francesco,scotti,,gaetano marini,magazzeno,10,san giovanni grisostomo,1,12.336972606726269,45.43883694053792,True
bastian,barbarigo,,giacomo carrara dalla malvasia,magazzeno,10,san giovanni grisostomo,1,12.336955364398229,45.4388386702093,True
bastian,barbarigo,,francesco zambelli,magazzeno,12,san giovanni grisostomo,1,12.336935163839929,45.4388389095304,True
francesco,lorenda ruzzini,,zuanne muradori cerer,magazzeno,71,san giovanni grisostomo,1,12.33693988660588,45.43865282641431,True
agostin,correggio,,gabriel gabrielli,magazzeno,10,san giovanni grisostomo,1,12.337388505860536,45.43879405491998,True
agostin,correggio,,antonio demore,magazzeno,12,san giovanni grisostomo,1,12.337479246062022,45.43875353208619,True
marin,morosini,,francesco zambelli,magazzeno,18,san giovanni grisostomo,1,12.33783793529918,45.43870362490936,True
pietro,foscarini,,zuanne battista visentini,magazzeno,10,san giovanni grisostomo,1,12.337442074842556,45.439007081747306,True
marc'antonio,querini,,signor giuseppe smit,magazzeno,50,san lunardo,1,12.327001046340635,45.44299065806044,True
pietro,zucherada,,antonio fiorina,magazzeno,4,san lunardo,1,12.327023206429333,45.44354461778241,True
antonio,grimani,,lunardo curtegiorni,magazzeno,90,san marcilian,1,12.333419625087082,45.44445453851581,True
francesco,groppi,,giacomo dorado,magazzeno,5,san marcilian,1,12.331900103849168,45.44480755799969,False
onorio,arrigoni,,zuanne battista ratti,magazzeno,10,san marcilian,1,12.330811313243409,45.44530832110741,False
gerolamo,tasca,,antonio milesi,magazzeno,5,san marcilian,1,12.333127450111924,45.445019998030745,False
nicolo,bembo,,leopoldo dal pozzo,"casa, orto",150,san marcilian,2,12.332942096045825,45.44601676147686,True
bortolamio,benci,,zuanne de lucca,"casa, corto",24,san marcilian,2,12.331287248791426,45.44767950902619,False
bortolamio,benci,,piero tirroni,magazzeno,25,san marcilian,1,12.33141195896574,45.447825758929774,False
bortolamio,benci,,anselmo gentili ebreo,magazzeno,14,san marcilian,1,12.331374025146362,45.44783968315962,False
bortolamio,benci,,anselmo gentili ebreo,magazzeno,12,san marcilian,1,12.33115992915035,45.44775299479073,False
marco,corner,,nobil domina marietta contarini donà,orto,140,san marcuola,1,12.324129317565728,45.44641645859263,True
chiara,moro zen,,abitavano li nobili homeni conti di collalto,"orto, palazzo",150,san marcuola,2,12.322071604599452,45.44772271364221,False
chiara,moro zen,,domino zuanne pomer,orto,120,san marcuola,1,12.32274338589551,45.4477114670673,False
rosalba,schiaviari pesenti,,zuanne battista de luis,"casa, orto",60,san marcuola,2,12.323845023565,45.447108886189774,True
zuanne battista,grimani de servi,,iseppo volpe,magazzeno,18,san marcuola,1,12.325056446946173,45.44668072377597,True
simon,zender,,domenico bagunte,"casa, orto",36,san marcuola,2,12.325530152170735,45.447073787052105,True
zorzi,contarini,,antonio morotto,magazzeno,4,san marcuola,1,12.325631532016011,45.44662381521612,True
domenico,celsi paulone,,francesco volpe,magazzeno,12,san marcuola,1,12.326287551792886,45.44626410582836,True
elena,moro zen,,bortolamio barcella,magazzeno,10,san marcuola,1,12.328220975810623,45.44604975617565,False
michiel,grimani,,zuanne pilon,magazzeno,6,san marcuola,1,12.328513743047935,45.44596912183557,False
antonio,barbarigo,,giacomo maisetto,magazzeno,6,san marcuola,1,12.328840249201926,45.44552032687995,False
zuanne,gatta,,maddalena polacco,"casa, orto",80,san marcuola,2,12.329088475190396,45.44544796829939,False
marcantonio,tiepolo,,nicolò toffolo,magazzeno,12,san marcuola,1,12.329559433750244,45.44548146809044,False
marcantonio,tiepolo,,gelmo donà,magazzeno,12,san marcuola,1,12.329599353986698,45.44556251617529,False
marco,zen,,zuanne maria simonato,magazzeno,10,san marcuola,1,12.328159511018312,45.446523974799845,False
agustin,maffetti,,fabricio riva,"casa, orto",30,san marcuola,2,12.327696348107215,45.446682480325954,False
antonio maria,zorzatto,,giacomo secchi,"casa, orto",9,san marcuola,2,12.32766431815618,45.44669012795472,False
agustin,maffetti,,giacomo secchi,"casa, orto",11,san marcuola,2,12.327640163887525,45.4466983942168,False
antonio maria,zorzatto,,badli diana,"casa, orto",24,san marcuola,2,12.327619490277886,45.44670101775914,False
agustin,maffetti,,baldi diana,"casa, orto",26,san marcuola,2,12.327593367227276,45.44671762431005,False
domenico,malvicini,,iseppo clementi dall'oglio,magazzeno,22,san marcuola,1,12.32758934462416,45.44689456452112,False
nicolo,vendramin,,domino marco arontio,"casa, orto",108,san marcuola,2,12.32744543737028,45.44690646976875,False
antonio,michiel,,nobil homo gerolamo foscarini,"orto, palazzo",230,san marcuola,2,12.32704033938614,45.44689387504104,False
marcantonio,mocenigo,,iseppo goldin,"casa, corto",70,san marcuola,2,12.326882737551305,45.44692283141538,False
francesco,dona,,bortolamio bortolotti,"casa, orto",100,san marcuola,2,12.327028758016525,45.44777807423216,True
bortolamio,albrigoni,,nobil homo ser pier alvise barbaro,"orto, palazzo",120,san marcuola,2,12.328519493660078,45.44432088388502,False
nicolo,rolandi,,giacinto zanpardeni beccher,"casa, orto",68,san marcuola,2,12.327711303414604,45.44417620311032,False
nicolo,rolandi,,conte picceni,magazzeno,4,san marcuola,1,12.32775918040946,45.444122718671,False
giovanni francesco,barbarigo,,eredi barcella,"bottega, casa, magazzeno",98,san marcuola,3,12.328048065812755,45.44396893427146,False
piero gerolamo,capello,,antonio regazzettu,"magazzeno, orto",40,san marcuola,2,12.327200215069578,45.44398396929189,True
antonio,dal re,,nicolò algieri frutarol,"bottega, casa, magazzeno",46,san marcuola,3,12.327749562587622,45.44372911287252,True
francesco,vicenti foscarini,,pietro bulia,magazzeno,8,san marcuola,1,12.32957777122893,45.44489815193921,False
antonio,chimoto,,piero merlo,magazzeno,6,san marcuola,1,12.329240492046244,45.44460110205976,False
maria,memo molin,,zuanne battista r[a]ti,magazzeno,8,san marcuola,1,12.32925669553626,45.44390098766765,False
piero,rubini,,antonio toscan,"casa, corto",16,san marcuola,2,12.3295461541019,45.44364847277573,False
zorzi,manolesso,,bernardo rossi,"bottega, casa, corto",45,san marcuola,3,12.328671443094096,45.44369387263824,True
lunardo,dona,,giacomo ghedini fenestrer,magazzeno,3,santa fosca,1,12.33271420659945,45.44280754324059,True
sebastian,molin,,antonio pascotin,magazzeno,10,santa maria maddalena,1,12.331060924536134,45.44284135287467,True
sebastian,molin,,perina stefani,magazzeno,6,santa maria maddalena,1,12.33108401126388,45.442618372186914,True
pietro antonio,caltai,,andriana rizzi,"bottega, casa, magazzeno",75,santa maria nova,3,12.339737136720752,45.43901165259136,True
antonio,venier,,giuseppe smit,magazzeno,33,santa sofia,1,12.337173978532151,45.444809060988135,False
chiara,moro zen,,cristofolo alforè,magazzeno,14,santa sofia,1,12.335070906788095,45.44183382798809,True
francesco,mosto,,cristofolo alforè,magazzeno,19,santa sofia,1,12.335049859022972,45.44180917405138,True
vettor,sandi,,lodovico gavazi,magazzeno,6,santa sofia,1,12.334690300589465,45.44138433044364,True
rinaldo,zoppi,,iseppo zanchi,magazzeno,8,santa sofia,1,12.334662404333184,45.44124794268292,True
bortolo,filippini,,domenico varuto,magazzeno,7,santa sofia,1,12.334658080097388,45.44159677637595,True
cattarina,bresolata,,maddalena giandini,magazzeno,9,santa sofia,1,12.334633016982076,45.44105750983272,True
cecilia,grimani sagredo,,giacomo alberti,magazzeno,13,santa sofia,1,12.334689846975316,45.44079411564984,True
cattarina,paolino,,pietro fabris,magazzeno,5,santa sofia,1,12.335504072236532,45.44109277239889,True
lorenzo,bonotto,,pietro fabris,magazzeno,20,santa sofia,1,12.33550880808529,45.44107795907328,True
zuanne,morelli,,pietro fabris,magazzeno,10,santa sofia,1,12.335521415612526,45.44108891332224,True
felino,sandei,,pietro fabris,magazzeno,2,santa sofia,1,12.33569352687475,45.4413462819572,True
elena,lando correr,,pietro fabris,magazzeno,3,santa sofia,1,12.335917358385752,45.44135221751768,True
felino,sandei,,pietro fabris,magazzeno,12,santa sofia,1,12.335969538400516,45.441401760457616,True
gasparo,gritti,,tomaso tantin,magazzeno,11,santa sofia,1,12.335303164164106,45.440868132221645,True
scipion,boldu,,pietro merlini,magazzeno,6,santa sofia,1,12.335826546028096,45.44098694982789,True
alvise,pisani,,nobil homo ser zilio badoer,"casa, orto",140,santi apostoli,2,12.336846050562473,45.44316784674506,False
zuanne,vidman,,"signor pietro, e francesco scalabrini carminati",magazzeno,24,santi apostoli,1,12.33842064323421,45.4418711815468,False
zuanne,vidman,,signori pietro e francesco scalabrini carminati,magazzeno,12,santi apostoli,1,12.338299403642536,45.441693062595775,False
angelo,ponti,,signor francesco cisara,magazzeno,10,santi apostoli,1,12.33616213795171,45.4406532754083,True
giovanni francesco,morosini,,chiara marinelli,magazzeno,8,san biasio,1,12.35149560346951,45.43248099155173,True
alvise,contarini,,francesco zanchi,magazzeno,9,san biasio,1,12.35134729664123,45.4322845934952,True
alvise,contarini,,antonio zipponi,magazzeno,7,san biasio,1,12.351370545693692,45.4322028500716,True
domenico,morosini,,francesco castagna,magazzeno,10,san biasio,1,12.350488047539985,45.43227479698416,True
marin,morosini,,andrea zipponi,magazzeno,6,san biasio,1,12.349833205234937,45.432939914564,True
domenico,michiel,,zuanne mani,magazzeno,40,san giovanni nuovo,1,12.342007524309254,45.4340254251492,False
domenico,michiel,,giuseppe lozza,magazzeno,10,san giovanni nuovo,1,12.342116441362307,45.43409192120585,False
andrea,mocenigo,,giacomo moro,magazzeno,7,san giovanni nuovo,1,12.341906893809163,45.434942678018245,True
giovanni,cucis,,filippo romanin,magazzeno,10,san giovanni nuovo,1,12.34190748650041,45.43490858005386,True
pietro,zaguri,,giuseppe lozza,magazzeno,12,san giovanni nuovo,1,12.341891802789918,45.43494161589213,True
giovanni,cucis,,antonio bettinelli,magazzeno,12,san giovanni nuovo,1,12.341903391916455,45.434737925850605,False
antonio,sardi,,meneghina assatti,magazzeno,13,san giovanni nuovo,1,12.341500541125312,45.43490123373322,True
mattio,pirano,,andrea de pian,magazzeno,20,san giovanni nuovo,1,12.341453175580442,45.4344914998629,False
tadia,berti,,andrea de pian,magazzeno,3,san giovanni nuovo,1,12.341449776269377,45.43447791810508,False
ignatio,bianchini,,andrea de pian,magazzeno,3,san giovanni nuovo,1,12.3414708318156,45.43452389092247,False
zaccaria,gabrieli,,pasqualin rossi,magazzeno,6,san giovanni in bragora,1,12.347932252575564,45.43380171408428,True
lodovico,corner,,pellegrin tironi,magazzeno,60,san giovanni in bragora,1,12.347864331463509,45.43383318877031,True
antonio,molin,,zuanne barcella,magazzeno,4,san giovanni in bragora,1,12.34770078872439,45.43431205553419,True
antonio,molin,,antonio ratti favro,magazzeno,4,san giovanni in bragora,1,12.347792107274618,45.43437041339782,True
marchio,moretti,,zuanne barcella botter,magazzeno,16,san giovanni in bragora,1,12.34752206135486,45.43417395061146,True
pasqua,bonomo,,chiara tentora,magazzeno,5,san giovanni in bragora,1,12.347744132684124,45.43458789016572,True
francesco,barbarigo,,piero zanell,magazzeno,12,san giovanni in bragora,1,12.348073131833283,45.43498410184711,True
marc'antonio,tiepolo,,florio planta d'acqua vita,magazzeno,12,san giovanni in bragora,1,12.347528380549674,45.435011620518814,True
marchio,moretti,,bortolo sanzonio,magazzeno,42,san giovanni in bragora,1,12.347311078690268,45.43425781734474,True
michiel,morosini,,martin berchich,magazzeno,10,san giovanni in bragora,1,12.346505322028676,45.434165110164734,True
antonio,zavanti,,carlo cattani,magazzeno,12,san giovanni in bragora,1,12.346015695475025,45.43480462473222,True
stefano,angeloni,,schiavoni,magazzeno,20,san giovanni in bragora,1,12.34580303984248,45.43473978174757,True
nicolo maria,gritti,,antonio de marin e antonio de galli,magazzeno,26,san giovanni in bragora,1,12.34542955378223,45.43475896069599,True
benetto,foscarini,,andrea de luca,magazzeno,24,san giovanni in bragora,1,12.345482798921822,45.43510921697506,True
lunardo,querini,,antonio morasso,magazzeno,8,san giovanni in bragora,1,12.344542407751671,45.43523390831244,True
lunardo,querini,,vicenzo marcovich,magazzeno,20,san giovanni in bragora,1,12.344514270212173,45.43516138893836,True
giovanni giacomo,massarini,,isidoro manzoni,magazzeno,15,san lio,1,12.338071637438352,45.436653617243344,True
giovanni giacomo,massarini,,francesco oreschi,magazzeno,13,san lio,1,12.338110642048964,45.43664855669,True
cattarina anzola,brazzi tomasini,,bernardo e fratelli venier,"casa, magazzeno",170,san lio,2,12.338332209727598,45.43659313779952,True
giovanni battista,pietrobelli,,giovanni colussi,magazzeno,6,san lio,1,12.33877043761102,45.43727468805308,True
marin,contarini,,giovanni occhi,magazzeno,8,san lio,1,12.339180124591456,45.43759532919579,True
piero,duodo,,giovanni sartori,magazzeno,10,san lio,1,12.339111043036349,45.43751779861674,True
gasparo,gritti,,giovanni battista petrobelli,magazzeno,13,san lio,1,12.339242277526727,45.43750025969216,True
gasparo,gritti,,domenico negri,magazzeno,7,san lio,1,12.339331693352548,45.43762534641644,True
gasparo,gritti,,giovanni battista petrobelli,magazzeno,20,san lio,1,12.338919686659915,45.43678410974489,True
domenico,giovanelli,,cattarin duodoni,magazzeno,3,san martin,1,12.349676473716515,45.43353373020238,False
domenico,giovanelli,,diamante zancana,"casa, corto",12,san martin,2,12.349232868841778,45.43384055061594,True
andrea,contarini,procurator,santo benvenuti,magazzeno,6,san martin,1,12.349774813450832,45.434666441788536,True
filippo,crota,,andrea pinelli,"casa, corto",18,san martin,2,12.350310100889132,45.433689655331015,False
ottavian,contarini,,iseppo piccoli,"casa, corto",16,san martin,2,12.349307141712858,45.43631790536004,False
anzola,piccoli zinelli,,elisabetta muttoni balbi,"casa, corto",130,san martin,2,12.34875868466689,45.43534985792834,True
benetto,soranzo,,gaeatno bevilaqua,"casa, corto",16,san martin,2,12.348132429778031,45.43582479321669,False
bernardo,lodoli,,giacomo realli,"corto, magazzeno",20,san pietro di castello,2,12.361113404660165,45.433705922325125,False
daniel,giustinian,,iseppo reali,magazzeno,14,san pietro di castello,1,12.35231432673006,45.43255522744708,False
daniel,giustinian,,antonio ferruti,magazzeno,14,san pietro di castello,1,12.35231391644286,45.43254242601351,False
antonio,corner,,giovanni battista ropan,magazzeno,4,san pietro di castello,1,12.351636439873602,45.43272462705787,False
alvise,mocenigo,,francesco e fratelli marchi,"magazzeno, squero",220,san pietro di castello,2,12.353441027223605,45.431093055431774,False
francesco,bonamin,,gasparo ongaro,magazzeno,6,san pietro di castello,1,12.353204562259355,45.43144432430789,False
iseppo,maderini,,francesco rossi,"casa, magazzeno, squero",120,san pietro di castello,3,12.353086364486938,45.43168391894664,False
pietro,grimani,,bortolo pelegrini arbarol,magazzeno,9,san severo,1,12.342430609317466,45.436467738552,False
carlo,salvioni,,iseppo epis,magazzeno,17,sant'antonino,1,12.345546591671985,45.435425076086005,True
marc'aurelio,soranzo,,lorenzo stopan protestante,magazzeno,15,sant'antonino,1,12.345498264522714,45.43576077568639,True
vicenzo,molin,,biasio richpergher,magazzeno,12,santa giustina,1,12.344972250603238,45.43795847039858,True
marc'antonio,giustinian,procurator,giovanni battista paganoni,magazzeno,16,santa giustina,1,12.344714886277682,45.43851747911957,True
girolamo,tasca,,zuane biaciuto,magazzeno,40,santa maria formosa,1,12.343063063430558,45.44083673812833,True
giambatta,grassi,,nicolò duan armeno,magazzeno,30,santa maria formosa,1,12.342882380716109,45.440375270167664,True
antonio,grimani,,antonio mondini,"bottega, casa, magazzeno",82,santa maria formosa,3,12.34116895746251,45.4391581628902,True
antonio,grimani,,francesco ponori e compagno,magazzeno,14,santa maria formosa,1,12.341425452781747,45.43882638801193,True
antonio,grimani,,gasparo de gaspari,magazzeno,16,santa maria formosa,1,12.34166250579534,45.438692450322016,True
lodovico,zustinian,,andrea buson fabro,magazzeno,9,santa maria formosa,1,12.342040187642326,45.43869417643953,True
anzolo,zusto,,nabriet sava mercante armena,magazzeno,45,santa maria formosa,1,12.343220898603882,45.437986628106856,True
giacomo,herz,,giacomo e fratelli bonadei,magazzeno,14,santa maria formosa,1,12.34216484515761,45.437787830935136,True
gioseppe,guerrier,,francesco scansi,magazzeno,8,santa maria formosa,1,12.341392984186072,45.43795089114375,False
gasparo,gritti,,francesco scansi,magazzeno,8,santa maria formosa,1,12.341409150571458,45.438204792194966,False
apollonia,contarini,,zuanne zanetti,magazzeno,8,santa maria formosa,1,12.34239331313283,45.4377047318734,True
andrea,vendramin,,giorgio mattias cosich,"casa, magazzeno",266,santa maria formosa,2,12.340330638604344,45.43819239970748,False
lunardo,pesaro,,zuanne dellotto,"bottega, magazzeno",8,santa maria formosa,2,12.339831739011842,45.43604396873874,True
francesco,diedo,,lorenzo mazza,magazzeno,32,santa maria formosa,1,12.340649738869365,45.43624758615599,True
andrea,vendramin,,giacomo tigelin e da esso sublocato a bernardo marchetti,magazzeno,18,santa marina,1,12.339708247732208,45.43798101251149,False
andrea,vendramin,,vicenzo noris,magazzeno,10,santa marina,1,12.339746799298796,45.43806041540266,False
andrea,vendramin,,nascimben rozzio,magazzeno,20,santa marina,1,12.339787063849394,45.43814451022106,False
zuanne,venantio,,francesco rubi,magazzeno,50,santa marina,1,12.338744327023017,45.43864778232691,False
alessandro,armani,,francesco olivi,magazzeno,18,santa marina,1,12.338539277862283,45.43856828526582,False
zuanne,bragadin,,giovanni battista falardi,magazzeno,16,santa marina,1,12.33863274088813,45.43844449947152,True
zuanne,bragadin,,giovanni battista falardi,magazzeno,12,santa marina,1,12.338546481966976,45.43846355983896,False
francesco,grimani,,gasparo carara,magazzeno,14,santa marina,1,12.33849172861561,45.43819518365783,True
annibal,fonte,,nicolò moneda,"casa, magazzeno",29,santa marina,2,12.341051461919708,45.438597622016175,False
anzolo,cassetti,,nicolò moneda,"casa, magazzeno",8,santa marina,2,12.341144160698857,45.43858446111543,False
antonio,gardani,,andrea rigolo,magazzeno,27,santa marina,1,12.341823378602164,45.44138705381915,True
antonio,gardani,,lorenzo diogna,magazzeno,24,santa marina,1,12.34176482509179,45.441311352257365,True
alvise,malipiero,,antonio sora,magazzeno,50,santa marina,1,12.341440433378033,45.44113817396169,True
domenico,morosini,,piero cavanis,magazzeno,70,santa marina,1,12.341727137258497,45.44110448406472,True
domenico,morosin,,andrea falconi,magazzeno,22,santa marina,1,12.34184284234783,45.44106666364549,True
cecilia,grimani,,iseppo roman,magazzeno,6,santa marina,1,12.341016906740412,45.44114088226215,False
gerolamo,grifalconi,,santo chechini,"casa, corto",152,santa marina,2,12.340969711081728,45.440225402915146,False
piero,sagredo,,zuanne lazzaroni fruttarioli,magazzeno,10,santa ternita,1,12.346573291759965,45.43726497198486,True
antonia,collalto,,vincenzo rotta,"bottega, magazzeno",15,santa ternita,2,12.34762871424949,45.43658559388283,True
antonio,giusti,,vicenzo rotta,magazzeno,15,santa ternita,1,12.34714881640625,45.4362716985038,True
marc'antonio,zustinian,,zuanne fiorin,magazzeno,6,san raffael,1,12.318595626537116,45.43195142817927,True
pietro,foscarini,,giacomo favagna,magazzeno,6,san raffael,1,12.31870064750168,45.43199298193553,True
elisabetta,zustinian,,zuanne gagieta,"casa, orto",60,san raffael,2,12.317181142162584,45.43287509408033,True
alvise,falier,,girolamo lin,"casa, orto",105,san raffael,2,12.318989163790896,45.43474398174811,False
francesco,biondi,,antonio todescini,magazzeno,5,san raffael,1,12.319330657301478,45.4322874267646,True
francesco maria,canal,,piero tosso,magazzeno,66,san barnaba,1,12.325591466781884,45.43297440998531,True
